"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"88176","URN:CornellLabOfOrnithology:EBIRD:OBS1286663558","2021-12-22 14:57:26.3778",12421,"species","avibase-B07EFFE6","Cobalt-rumped Parrotlet","Forpus xanthopterygius","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-30","06:31:00","obsr617463","S98280273","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7478155",0,1,0,"","","",4908,5,0
"88181","URN:CornellLabOfOrnithology:EBIRD:OBS1286663553","2021-12-22 14:57:26.3778",12421,"species","avibase-B07EFFE6","Cobalt-rumped Parrotlet","Forpus xanthopterygius","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-30","06:31:00","obsr501068","S98280272","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7478155",0,1,0,"","","",4909,5,0
"88183","URN:CornellLabOfOrnithology:EBIRD:OBS1281706829","2021-11-21 20:02:44.448084",32618,"species","avibase-24D0C888","Campo Troupial","Icterus jamacaii","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"BR-316, Pernambuco, BR (-8,633, -39,058)","L16944749","P",-8.6332282,-39.0584325,"2021-11-21","12:52:00","obsr623262","S97907501","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",4910,1,0
"88187","URN:CornellLabOfOrnithology:EBIRD:OBS1280919553","2021-11-20 18:36:50.396591",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"BR-104, Pernambuco, BR (-8,47, -35,941)","L16934812","P",-8.4695483,-35.9414417,"2021-11-20","15:00:00","obsr501068","S97847206","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4912,1,0
"88189","URN:CornellLabOfOrnithology:EBIRD:OBS1286662592","2021-11-30 11:08:33.709329",7426,"spuh","avibase-CDE75BA4","Cathartes sp.","Cathartes sp.","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Cabugi--Casa de Zezito","L16947752","P",-8.7097692,-35.8368342,"2021-11-30","11:59:00","obsr617463","S98280022","Stationary","P21","EBIRD",10,NA,NA,3,1,"G7478109",0,1,0,"","","",4913,8,0
"88196","URN:CornellLabOfOrnithology:EBIRD:OBS1286655608","2021-11-30 11:08:33.709329",7426,"spuh","avibase-CDE75BA4","Cathartes sp.","Cathartes sp.","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Cabugi--Casa de Zezito","L16947752","P",-8.7097692,-35.8368342,"2021-11-30","11:59:00","obsr501068","S98280021","Stationary","P21","EBIRD",10,NA,NA,3,1,"G7478109",0,1,0,"","","",4914,8,0
"88197","URN:CornellLabOfOrnithology:EBIRD:OBS1286662600","2021-11-30 11:08:34.158412",7426,"spuh","avibase-CDE75BA4","Cathartes sp.","Cathartes sp.","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Cabugi--Casa de Zezito","L16947752","P",-8.7097692,-35.8368342,"2021-11-30","11:59:00","obsr922152","S98280023","Stationary","P21","EBIRD",10,NA,NA,3,1,"G7478109",0,1,0,"","","",4915,8,0
"88203","URN:CornellLabOfOrnithology:EBIRD:OBS1271388580","2021-11-10 15:50:37.134995",34397,"species","avibase-8F23E84F","Chestnut-bellied Seed-Finch","Sporophila angolensis","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Privê Haras de Aldeia","L16751048","H",-7.9008839,-35.0720423,"2021-11-05","09:38:00","obsr2757892","S97151029","Traveling","P22","EBIRD_BRA",120,2.96,NA,1,1,"",0,1,0,"","","",4916,12,0
"88230","URN:CornellLabOfOrnithology:EBIRD:OBS1285731815","2021-11-28 17:57:55.356727",18537,"species","avibase-3B1C7AD8","Chivi Vireo","Vireo chivi","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","04:13:00","obsr622313","S98216650","Traveling","P22","EBIRD",23,1.31,NA,2,1,"G7472486",0,1,0,"","","",4917,10,0
"88239","URN:CornellLabOfOrnithology:EBIRD:OBS1281994172","2021-11-22 11:00:27.631603",18537,"species","avibase-3B1C7AD8","Chivi Vireo","Vireo chivi","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","09:07:00","obsr501068","S97926705","Stationary","P21","EBIRD",6,NA,NA,2,1,"G7450173",0,1,0,"","","",4918,10,0
"88253","URN:CornellLabOfOrnithology:EBIRD:OBS1281997938","2021-11-22 11:00:27.631603",18537,"species","avibase-3B1C7AD8","Chivi Vireo","Vireo chivi","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","09:07:00","obsr922152","S97926706","Stationary","P21","EBIRD",6,NA,NA,2,1,"G7450173",0,1,0,"","","",4919,10,0
"88260","URN:CornellLabOfOrnithology:EBIRD:OBS1284034696","2021-11-28 17:57:55.356727",18537,"species","avibase-3B1C7AD8","Chivi Vireo","Vireo chivi","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","04:13:00","obsr501068","S98077227","Traveling","P22","EBIRD",23,1.31,NA,2,1,"G7472486",0,1,0,"","","",4920,10,0
"88278","URN:CornellLabOfOrnithology:EBIRD:OBS1283249067","2021-11-24 15:22:23.466946",15866,"species","avibase-13DAA65D","Cliff Flycatcher","Hirundinea ferruginea","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","16:53:00","obsr501068","S98018612","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4921,1,0
"88289","URN:CornellLabOfOrnithology:EBIRD:OBS1272554947","2021-11-07 08:36:24.728892",2206,"species","avibase-F9AED548","Common Ground Dove","Columbina passerina","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jardim Botânico do Recife","L4756924","H",-8.0748662,-34.9584103,"2021-11-07","09:16:00","obsr2430276","S97239445","Traveling","P22","EBIRD_BRA",79,1.712,NA,1,1,"",0,1,0,"","","",4922,6,0
"88295","URN:CornellLabOfOrnithology:EBIRD:OBS1280677213","2021-11-20 12:53:38.881303",5327,"species","avibase-3EF081A8","Common Gallinule","Gallinula galeata","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"2168 BR-104, Pernambuco, BR (-8,402, -35,972)","L16931277","P",-8.4020431,-35.9721404,"2021-11-20","14:52:00","obsr501068","S97827086","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4923,1,0
"88301","URN:CornellLabOfOrnithology:EBIRD:OBS1287053582","2021-12-01 03:01:29.254279",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-30","18:33:00","obsr501068","S98307411","Stationary","P21","EBIRD",56,NA,NA,2,1,"G7480482",0,1,0,"","","",4924,2,0
"88302","URN:CornellLabOfOrnithology:EBIRD:OBS1281720929","2021-11-21 20:27:14.162608",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-21","22:26:00","obsr501068","S97908298","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4925,1,0
"88303","URN:CornellLabOfOrnithology:EBIRD:OBS1280922708","2021-11-20 18:30:33.307069",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-20","20:29:00","obsr501068","S97846967","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4926,1,0
"88305","URN:CornellLabOfOrnithology:EBIRD:OBS1287053584","2021-12-01 03:01:29.254279",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-30","18:33:00","obsr617463","S98307412","Stationary","P21","EBIRD",56,NA,NA,2,1,"G7480482",0,1,0,"","","",4927,2,0
"88307","URN:CornellLabOfOrnithology:EBIRD:OBS1286820329","2021-11-30 15:50:50.956525",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-30","17:46:00","obsr501068","S98291794","Stationary","P21","EBIRD",5,NA,NA,2,1,"G7478875",0,1,0,"","","",4928,1,0
"88308","URN:CornellLabOfOrnithology:EBIRD:OBS1283027497","2021-11-24 09:04:54.258838",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","NE","C4","NE","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","08:13:00","obsr501068","S98001317","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","Capelinha","Ninho ainda com um ovo.",4929,4,0
"88310","URN:CornellLabOfOrnithology:EBIRD:OBS1283803466","2021-11-27 15:16:00.087971",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-25","17:54:00","obsr501068","S98061715","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,"","","",4930,2,0
"88312","URN:CornellLabOfOrnithology:EBIRD:OBS1286820330","2021-11-30 15:50:50.956525",3486,"species","avibase-F2CB69EC","Common Pauraque","Nyctidromus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-30","17:46:00","obsr617463","S98291795","Stationary","P21","EBIRD",5,NA,NA,2,1,"G7478875",0,1,0,"","","",4931,1,0
"88313","URN:CornellLabOfOrnithology:EBIRD:OBS1282210610","2021-11-22 17:32:05.772972",3695,"species","avibase-7333ADB3","Common Potoo","Nyctibius griseus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-22","19:28:00","obsr622313","S97944426","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",4932,1,0
"88315","URN:CornellLabOfOrnithology:EBIRD:OBS1283022714","2021-11-24 09:03:40.012995",30265,"species","avibase-61CB98C0","Common Waxbill","Estrilda astrild","","","N","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Serra do Urubu","L2940601","H",-8.7172977,-35.8525085,"2021-11-24","06:16:00","obsr501068","S98001269","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4933,5,0
"88340","URN:CornellLabOfOrnithology:EBIRD:OBS1284301523","2021-12-30 14:36:02.746797",15770,"species","avibase-E3F6238A","Common Tody-Flycatcher","Todirostrum cinereum","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-26","09:29:00","obsr501068","S98102385","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4934,4,0
"88404","URN:CornellLabOfOrnithology:EBIRD:OBS1285731970","2021-11-28 17:57:52.054295",32608,"species","avibase-C9B58AFF","Variable Oriole","Icterus pyrrhopterus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","09:32:00","obsr622313","S98216644","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7472484",0,1,0,"","","",4935,2,0
"88417","URN:CornellLabOfOrnithology:EBIRD:OBS1282686616","2021-11-23 15:30:28.098142",32608,"species","avibase-C9B58AFF","Variable Oriole","Icterus pyrrhopterus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-23","10:05:00","obsr501068","S97979092","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Agrofloresta","",4936,8,0
"88419","URN:CornellLabOfOrnithology:EBIRD:OBS1284137235","2021-11-28 17:57:52.054295",32608,"species","avibase-C9B58AFF","Variable Oriole","Icterus pyrrhopterus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","09:32:00","obsr501068","S98086969","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7472484",0,1,0,"","","",4937,2,0
"88531","URN:CornellLabOfOrnithology:EBIRD:OBS1283240413","2021-11-24 15:40:36.821609",12876,"species","avibase-0776F498","Great Antshrike","Taraba major","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-24","10:07:00","obsr501068","S98019460","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4938,2,0
"88540","URN:CornellLabOfOrnithology:EBIRD:OBS1295930027","2021-12-15 10:57:00.888212",7200,"species","avibase-49D9148A","Great Egret","Ardea alba","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Espaço Ciência - Olinda -Pernambuco","L16814947","P",-8.0333,-34.868,"2021-11-12","12:00:00","obsr2795981","S97698539","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",1,1,0,"","","Monitora:  Mikaely",4939,6,0
"88541","URN:CornellLabOfOrnithology:EBIRD:OBS1280915910","2021-12-22 21:00:44.291253",7200,"species","avibase-49D9148A","Great Egret","Ardea alba","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa dos Gatos--Lagoa do Maracajá","L16934775","H",-8.6573016,-35.9017482,"2021-11-20","17:03:00","obsr501068","S97847013","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4940,1,0
"88543","URN:CornellLabOfOrnithology:EBIRD:OBS1280668843","2021-11-20 12:43:40.541301",7200,"species","avibase-49D9148A","Great Egret","Ardea alba","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"89 Via Local Oeste, Pernambuco, BR (-8,3, -35,846)","L16931158","P",-8.3002283,-35.8455817,"2021-11-20","14:31:00","obsr501068","S97826400","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4941,1,0
"88561","URN:CornellLabOfOrnithology:EBIRD:OBS1325323127","2022-02-13 11:21:55.517629",16699,"species","avibase-9C883C7B","Great Kiskadee","Pitangus sulphuratus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Estrada da Mumbeca, Pernambuco, BR (-7,946, -34,981)","L17526574","P",-7.9457837,-34.9806391,"2021-11-01","13:15:00","obsr2923288","S101289608","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4942,5,0
"88597","URN:CornellLabOfOrnithology:EBIRD:OBS1283237770","2021-11-24 15:05:09.559622",8061,"species","avibase-4ECE179D","Gray-lined Hawk","Buteo nitidus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","11:58:00","obsr501068","S98017857","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4943,1,0
"88606","URN:CornellLabOfOrnithology:EBIRD:OBS1280671162","2021-11-20 12:45:05.563268",2962,"species","avibase-E565F8E6","Guira Cuckoo","Guira guira","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Gravatá--área geral","L14697990","H",-8.2116053,-35.5679133,"2021-11-20","12:41:00","obsr501068","S97826488","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4944,2,0
"88618","URN:CornellLabOfOrnithology:EBIRD:OBS1281991067","2021-11-22 10:59:58.660945",34058,"species","avibase-0C58C65E","Guira Tanager","Hemithraupis guira","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","08:52:00","obsr501068","S97926686","Stationary","P21","EBIRD",11,NA,NA,2,1,"",0,1,0,"","","",4945,10,0
"88658","URN:CornellLabOfOrnithology:EBIRD:OBS1285467779","2022-01-01 19:17:12.250078",16131,"species","avibase-4017FD53","Guianan Tyrannulet","Zimmerius acer","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-28","14:05:00","obsr501068","S98191499","Stationary","P21","EBIRD",6,NA,NA,4,1,"G7470632",0,1,0,"","","",4946,11,0
"88663","URN:CornellLabOfOrnithology:EBIRD:OBS1285731277","2022-01-01 19:17:12.250078",16131,"species","avibase-4017FD53","Guianan Tyrannulet","Zimmerius acer","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-28","14:05:00","obsr622313","S98216630","Stationary","P21","EBIRD",6,NA,NA,4,1,"G7470632",0,1,0,"","","",4947,11,0
"88687","URN:CornellLabOfOrnithology:EBIRD:OBS1285458168","2022-01-01 19:17:12.250078",16131,"species","avibase-4017FD53","Guianan Tyrannulet","Zimmerius acer","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-28","14:05:00","obsr922152","S98191500","Stationary","P21","EBIRD",6,NA,NA,4,1,"G7470632",0,1,0,"","","",4948,11,0
"88699","URN:CornellLabOfOrnithology:EBIRD:OBS1286060423","2022-01-01 19:17:12.250078",16131,"species","avibase-4017FD53","Guianan Tyrannulet","Zimmerius acer","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-28","14:05:00","obsr1595331","S98237569","Stationary","P21","EBIRD",6,NA,NA,4,1,"G7470632",0,1,0,"","","",4949,11,0
"88705","URN:CornellLabOfOrnithology:EBIRD:OBS1280925200","2021-11-20 18:34:12.524798",23198,"species","avibase-ECA64B18","Gray-breasted Martin","Progne chalybea","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Cupira--área urbana","L16934790","P",-8.6108193,-35.9497453,"2021-11-20","16:03:00","obsr501068","S97847106","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4950,2,0
"88721","URN:CornellLabOfOrnithology:EBIRD:OBS1280664154","2021-12-30 14:32:17.958153",30494,"species","avibase-240E3390","House Sparrow","Passer domesticus","","","N","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife--Aeroporto","L7989885","H",-8.1314917,-34.9186579,"2021-11-20","11:47:00","obsr501068","S97826625","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Aeroporto","",4951,1,0
"88744","URN:CornellLabOfOrnithology:EBIRD:OBS1286245641","2021-11-29 15:24:44.131325",11443,"species","avibase-24C90C1A","Laughing Falcon","Herpetotheres cachinnans","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-29","08:44:00","obsr501068","S98253113","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4952,1,0
"88747","URN:CornellLabOfOrnithology:EBIRD:OBS1280507766","2021-11-20 09:00:14.424002",1779,"species","avibase-267BDB86","Least Grebe","Tachybaptus dominicus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2021-11-20","09:41:00","obsr2430276","S97813175","Traveling","P22","EBIRD_BRA",62,1.111,NA,1,1,"",0,1,0,"","","",4953,7,0
"88810","URN:CornellLabOfOrnithology:EBIRD:OBS1281989643","2021-11-22 11:05:13.124233",10970,"species","avibase-898101E6","Little Woodpecker","Dryobates passerinus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-8,697, -35,845)","L16947764","P",-8.6971008,-35.8450367,"2021-11-22","10:52:00","obsr922152","S97926956","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7450187",0,1,0,"","","",4954,1,0
"88816","URN:CornellLabOfOrnithology:EBIRD:OBS1281989642","2021-11-22 11:05:13.124233",10970,"species","avibase-898101E6","Little Woodpecker","Dryobates passerinus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-8,697, -35,845)","L16947764","P",-8.6971008,-35.8450367,"2021-11-22","10:52:00","obsr501068","S97926955","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7450187",0,1,0,"","Serra do Urubu--área geral","",4955,1,0
"88891","URN:CornellLabOfOrnithology:EBIRD:OBS1282160345","2021-11-22 15:55:58.035347",4848,"species","avibase-56FF9424","Long-tailed Woodnymph","Thalurania watertonii","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-22","12:25:00","obsr501068","S97940136","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",0,1,0,"","","",4956,2,0
"88899","URN:CornellLabOfOrnithology:EBIRD:OBS1282161629","2021-11-22 15:55:03.051514",4848,"species","avibase-56FF9424","Long-tailed Woodnymph","Thalurania watertonii","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-22","17:19:00","obsr501068","S97940088","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","1 m. ad. 1 f.",4957,2,0
"88946","URN:CornellLabOfOrnithology:EBIRD:OBS1278302675","2021-11-16 10:18:22.300783",16493,"species","avibase-4EB649D2","Masked Water-Tyrant","Fluvicola nengeta","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Sítio da Trindade","L16865238","P",-8.0295301,-34.9118413,"2021-11-16","09:35:00","obsr1628680","S97660984","Historical","P62","EBIRD",35,NA,NA,1,1,"",0,1,0,"","","",4958,4,0
"88956","URN:CornellLabOfOrnithology:EBIRD:OBS1283234641","2021-11-24 15:15:04.724188",26549,"species","avibase-5D5C6D51","Moustached Wren","Pheugopedius genibarbis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","16:13:00","obsr501068","S98018277","Stationary","P21","EBIRD",4,NA,NA,3,1,"G7456825",0,1,0,"","","",4959,5,0
"88967","URN:CornellLabOfOrnithology:EBIRD:OBS1285731898","2021-11-28 17:57:59.491632",26549,"species","avibase-5D5C6D51","Moustached Wren","Pheugopedius genibarbis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","16:13:00","obsr622313","S98216654","Stationary","P21","EBIRD",4,NA,NA,3,1,"G7456825",0,1,0,"","","",4960,5,0
"89002","URN:CornellLabOfOrnithology:EBIRD:OBS1283234646","2021-11-24 15:15:04.724188",26549,"species","avibase-5D5C6D51","Moustached Wren","Pheugopedius genibarbis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-24","16:13:00","obsr922152","S98018281","Stationary","P21","EBIRD",4,NA,NA,3,1,"G7456825",0,1,0,"","","",4961,5,0
