"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"89243","URN:CornellLabOfOrnithology:EBIRD:OBS1308116930","2022-01-01 19:18:12.030681",15042,"species","avibase-A0796435","Pale-bellied Tyrant-Manakin","Neopelma pallescens","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-28","","obsr922152","S99883651","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",1,1,0,"","","",4962,2,0
"89274","URN:CornellLabOfOrnithology:EBIRD:OBS1281706671","2021-11-21 20:02:59.997391",2240,"species","avibase-C5E145EC","Picui Ground Dove","Columbina picui","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"BR-316, Pernambuco, BR (-8,625, -38,641)","L16944752","P",-8.6247485,-38.6405032,"2021-11-21","13:31:00","obsr623262","S97907515","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",4963,1,0
"89322","URN:CornellLabOfOrnithology:EBIRD:OBS1282000564","2021-11-22 10:59:22.655915",16771,"species","avibase-9971C83E","Piratic Flycatcher","Legatus leucophaius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","08:43:00","obsr501068","S97926656","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Frei Caneca","",4964,3,0
"89504","URN:CornellLabOfOrnithology:EBIRD:OBS1270405259","2021-11-03 14:35:16.181788",7005,"species","avibase-0A4609D1","Red-footed Booby","Sula sula","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Off the coast of Brazil 2021 Day 1B","L16804213","P",-8.476756,-32.141511,"2021-11-03","16:36:00","obsr37531","S97074744","eBird Pelagic Protocol","P60","EBIRD",60,27.109,NA,1,1,"",0,1,0,"","","",4965,1,0
"89603","URN:CornellLabOfOrnithology:EBIRD:OBS1281225826","2021-11-21 08:37:06.432373",12599,"species","avibase-A4E6B481","Red-shouldered Macaw","Diopsittaca nobilis","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-21","09:27:00","obsr922152","S97868164","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7445314",0,1,0,"","","",4966,2,0
"89623","URN:CornellLabOfOrnithology:EBIRD:OBS1281227506","2021-11-21 08:37:06.432373",12599,"species","avibase-A4E6B481","Red-shouldered Macaw","Diopsittaca nobilis","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-21","09:27:00","obsr501068","S97868163","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7445314",0,1,0,"","","",4967,2,0
"89843","URN:CornellLabOfOrnithology:EBIRD:OBS1281523620","2021-11-21 15:44:34.243529",14713,"species","avibase-B70107D2","Rufous-fronted Thornbird","Phacellodomus rufifrons","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-21","11:26:00","obsr501068","S97894518","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Trilha da Capelinha","",4968,4,0
"89854","URN:CornellLabOfOrnithology:EBIRD:OBS1282002348","2022-01-01 19:14:59.368155",2230,"species","avibase-ADD11A5F","Ruddy Ground Dove","Columbina talpacoti","","","","7","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","09:29:00","obsr922152","S97926766","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7450176",0,1,0,"","","",4969,4,0
"89859","URN:CornellLabOfOrnithology:EBIRD:OBS1282002344","2022-01-01 19:14:59.368155",2230,"species","avibase-ADD11A5F","Ruddy Ground Dove","Columbina talpacoti","","","","7","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-22","09:29:00","obsr501068","S97926765","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7450176",0,1,0,"","RPPN Frei Caneca, caminho para o Cruzeiro","",4970,4,0
"90102","URN:CornellLabOfOrnithology:EBIRD:OBS1280916006","2021-11-20 18:42:13.63311",2964,"species","avibase-469BC7B8","Smooth-billed Ani","Crotophaga ani","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"30 Rua Seis, Pernambuco, BR (-8,445, -35,952)","L16934852","P",-8.44515,-35.9519517,"2021-11-20","14:56:00","obsr501068","S97847450","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4971,1,0
"90112","URN:CornellLabOfOrnithology:EBIRD:OBS1284954206","2021-11-27 16:25:04.220589",15740,"species","avibase-7B80B483","Smoky-fronted Tody-Flycatcher","Poecilotriccus fumifrons","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-27","14:07:00","obsr501068","S98153894","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4972,2,0
"90123","URN:CornellLabOfOrnithology:EBIRD:OBS1285591137","2021-11-28 14:41:10.125829",15740,"species","avibase-7B80B483","Smoky-fronted Tody-Flycatcher","Poecilotriccus fumifrons","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Agrofloresta da SAVE (SAF#04)","L16642102","H",-8.693588,-35.8561104,"2021-11-28","04:32:00","obsr501068","S98204922","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4973,3,0
"90218","URN:CornellLabOfOrnithology:EBIRD:OBS1286070342","2021-11-29 10:11:44.050621",14985,"species","avibase-EC44FF24","Sooty-fronted Spinetail","Synallaxis frontalis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-29","06:54:00","obsr501068","S98238554","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Capelinha","",4974,2,0
"90267","URN:CornellLabOfOrnithology:EBIRD:OBS1280636328","2021-12-22 21:00:39.026709",5716,"species","avibase-AE459A9B","Southern Lapwing","Vanellus chilensis","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Vitória de Santo Antão--Rei das Coxinhas","L16930780","H",-8.1431533,-35.3165767,"2021-11-20","12:51:00","obsr501068","S97824325","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","Gravatá--Rei das Coxinhas","",4975,1,0
"90282","URN:CornellLabOfOrnithology:EBIRD:OBS1285731808","2021-11-28 17:57:48.430993",792,"species","avibase-7C8C422A","East Brazilian Chachalaca","Ortalis araucuan","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-27","04:52:00","obsr622313","S98216640","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G7472481",0,1,0,"","","",4976,1,0
"90286","URN:CornellLabOfOrnithology:EBIRD:OBS1284700954","2021-11-28 17:57:48.430993",792,"species","avibase-7C8C422A","East Brazilian Chachalaca","Ortalis araucuan","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-27","04:52:00","obsr501068","S98132006","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G7472481",0,1,0,"","Capelinha. Com Letícia Oliveira.","",4977,1,0
"90294","URN:CornellLabOfOrnithology:EBIRD:OBS1274820483","2021-11-11 18:56:45.831063",8469,"species","avibase-BA3C3A5C","Spectacled Owl","Pulsatrix perspicillata","","","","3","","","","Unknown Sex, Juvenile (2); Unknown Sex, Adult (1)","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Sítio da Trindade","L16865238","P",-8.0295301,-34.9118413,"2021-11-10","16:10:00","obsr1628680","S97412430","Historical","P62","EBIRD",25,NA,NA,1,1,"",0,1,0,"","","",4978,2,0
"90357","URN:CornellLabOfOrnithology:EBIRD:OBS1283367189","2021-11-24 19:10:52.737005",14242,"species","avibase-9C163605","Straight-billed Woodcreeper","Dendroplex picus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2021-11-24","17:39:00","obsr501068","S98028031","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4979,1,0
"90404","URN:CornellLabOfOrnithology:EBIRD:OBS1282701410","2021-11-23 15:31:44.944003",4903,"species","avibase-BEB1ADD2","Swallow-tailed Hummingbird","Eupetomena macroura","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-23","16:53:00","obsr501068","S97979162","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",4980,2,0
"90750","URN:CornellLabOfOrnithology:EBIRD:OBS1300699316","2021-12-22 07:17:09.875134",10650,"species","avibase-5CA0BA87","White Woodpecker","Melanerpes candidus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Porta Florada, Gravatá","L17166693","P",-8.2075023,-35.5621273,"2021-11-26","12:44:00","obsr605308","S99263117","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,"","","",4981,1,0
"90767","URN:CornellLabOfOrnithology:EBIRD:OBS1308072917","2022-01-01 19:11:54.971026",33636,"species","avibase-ED7DE021","White-lined Tanager","Tachyphonus rufus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-18","","obsr922152","S99883101","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",1,1,0,"","","",4982,1,0
"90771","URN:CornellLabOfOrnithology:EBIRD:OBS1285731971","2021-11-28 17:57:53.750822",15888,"species","avibase-E02C0DF3","White-lored Tyrannulet","Ornithion inerme","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","07:00:00","obsr622313","S98216646","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7472485",0,1,0,"","","Na torre.",4983,1,0
"90772","URN:CornellLabOfOrnithology:EBIRD:OBS1284039926","2021-11-28 17:57:53.750822",15888,"species","avibase-E02C0DF3","White-lored Tyrannulet","Ornithion inerme","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-11-26","07:00:00","obsr501068","S98077607","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G7472485",0,1,0,"","","Na torre.",4984,1,0
"90854","URN:CornellLabOfOrnithology:EBIRD:OBS1286663519","2021-11-30 11:12:50.608271",14402,"species","avibase-F733C728","Wing-banded Hornero","Furnarius figulus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-30","07:14:00","obsr922152","S98280209","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G7478125",0,1,0,"","","",4985,1,0
"90855","URN:CornellLabOfOrnithology:EBIRD:OBS1286663517","2021-11-30 11:12:50.168721",14402,"species","avibase-F733C728","Wing-banded Hornero","Furnarius figulus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-30","07:14:00","obsr501068","S98280207","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G7478125",0,1,0,"","","",4986,1,0
"90858","URN:CornellLabOfOrnithology:EBIRD:OBS1286663518","2021-11-30 11:12:50.168721",14402,"species","avibase-F733C728","Wing-banded Hornero","Furnarius figulus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-11-30","07:14:00","obsr617463","S98280208","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G7478125",0,1,0,"","","",4987,1,0
"91071","URN:CornellLabOfOrnithology:EBIRD:OBS1289795705","2021-12-05 11:32:24.629442",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","09:46:00","obsr501068","S98498593","Stationary","P21","EBIRD",11,NA,NA,4,1,"G7494999",0,1,0,"","P1 do censo","",4988,11,0
"91072","URN:CornellLabOfOrnithology:EBIRD:OBS1289803484","2022-02-03 14:09:40.35997",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","08:48:00","obsr622313","S98499187","Traveling","P22","EBIRD",49,0.22,NA,4,1,"G7494993",0,1,0,"","","",4989,20,0
"91073","URN:CornellLabOfOrnithology:EBIRD:OBS1287273947","2022-01-01 19:24:07.26839",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-12-01","08:00:00","obsr501068","S98323185","Traveling","P22","EBIRD",56,0.69,NA,3,1,"G7481419",0,1,0,"","","",4990,25,0
"91074","URN:CornellLabOfOrnithology:EBIRD:OBS1289019565","2021-12-04 10:23:10.387723",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","07:00:00","obsr501068","S98443511","Stationary","P21","EBIRD",68,NA,NA,4,1,"G7490242",0,1,0,"","Estrada","",4991,30,0
"91075","URN:CornellLabOfOrnithology:EBIRD:OBS1287272357","2022-01-01 19:22:58.792563",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-01","07:18:00","obsr922152","S98323098","Stationary","P21","EBIRD",41,NA,NA,3,1,"G7481410",0,1,0,"","","",4992,22,0
"91076","URN:CornellLabOfOrnithology:EBIRD:OBS1289007153","2021-12-04 10:23:10.387723",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","07:00:00","obsr617463","S98443512","Stationary","P21","EBIRD",68,NA,NA,4,1,"G7490242",0,1,0,"","","",4993,30,0
"91077","URN:CornellLabOfOrnithology:EBIRD:OBS1289797979","2022-02-03 14:09:40.35997",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","08:48:00","obsr617463","S98498489","Traveling","P22","EBIRD",49,0.22,NA,4,1,"G7494993",0,1,0,"","","",4994,20,0
"91078","URN:CornellLabOfOrnithology:EBIRD:OBS1289803467","2021-12-05 11:41:57.612154",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","09:46:00","obsr622313","S98499172","Stationary","P21","EBIRD",11,NA,NA,4,1,"G7494999",0,1,0,"","","",4995,11,0
"91079","URN:CornellLabOfOrnithology:EBIRD:OBS1290363277","2021-12-06 08:11:32.459504",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-12-06","07:17:00","obsr617463","S98540249","Stationary","P21","EBIRD",68,NA,NA,2,1,"G7498937",0,1,0,"","","",4996,28,0
"91080","URN:CornellLabOfOrnithology:EBIRD:OBS1288020073","2021-12-02 15:46:48.637262",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-02","15:38:00","obsr501068","S98374638","Stationary","P21","EBIRD",25,NA,NA,2,1,"G7485027",0,1,0,"","","",4997,18,0
"91081","URN:CornellLabOfOrnithology:EBIRD:OBS1289798139","2022-02-03 14:09:40.35997",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","08:48:00","obsr922152","S98498490","Traveling","P22","EBIRD",49,0.22,NA,4,1,"G7494993",0,1,0,"","","",4998,20,0
"91082","URN:CornellLabOfOrnithology:EBIRD:OBS1290379103","2021-12-06 08:11:32.459504",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-12-06","07:17:00","obsr501068","S98540247","Stationary","P21","EBIRD",68,NA,NA,2,1,"G7498937",0,1,0,"","Capelinha: P10 do censo.","",4999,28,0
"91083","URN:CornellLabOfOrnithology:EBIRD:OBS1289795671","2022-02-03 14:09:40.35997",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","08:48:00","obsr501068","S98498488","Traveling","P22","EBIRD",49,0.22,NA,4,1,"G7494993",0,1,0,"","","",5000,20,0
"91084","URN:CornellLabOfOrnithology:EBIRD:OBS1293558257","2022-02-03 07:27:36.862559",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2021-12-11","06:53:00","obsr1241625","S98751631","Traveling","P22","EBIRD",323,4.15,NA,6,0,"",0,1,0,"","","",5001,60,0
"91085","URN:CornellLabOfOrnithology:EBIRD:OBS1287272335","2022-01-01 19:22:58.792563",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-01","07:18:00","obsr617463","S98323097","Stationary","P21","EBIRD",41,NA,NA,3,1,"G7481410",0,1,0,"","","",5002,22,0
"91086","URN:CornellLabOfOrnithology:EBIRD:OBS1300686953","2021-12-22 05:43:42.990351",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","09:00:00","obsr622313","S99261790","Stationary","P21","EBIRD",21,NA,NA,4,1,"G7490245",0,1,0,"","","",5003,13,0
"91087","URN:CornellLabOfOrnithology:EBIRD:OBS1289010833","2021-12-04 10:23:10.874083",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","07:00:00","obsr922152","S98443513","Stationary","P21","EBIRD",68,NA,NA,4,1,"G7490242",0,1,0,"","","",5004,30,0
"91088","URN:CornellLabOfOrnithology:EBIRD:OBS1288020091","2021-12-02 15:46:48.637262",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-02","15:38:00","obsr617463","S98374639","Stationary","P21","EBIRD",25,NA,NA,2,1,"G7485027",0,1,0,"","","",5005,18,0
"91089","URN:CornellLabOfOrnithology:EBIRD:OBS1290947303","2021-12-22 17:12:58.922828",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-07","08:51:00","obsr501068","S98580121","Stationary","P21","EBIRD",71,NA,NA,2,1,"G7503204",1,1,0,"","","",5006,31,0
"91090","URN:CornellLabOfOrnithology:EBIRD:OBS1289024741","2021-12-04 10:24:14.230057",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","09:00:00","obsr501068","S98443574","Stationary","P21","EBIRD",21,NA,NA,4,1,"G7490245",0,1,0,"","P2 do censo","",5007,13,0
"91091","URN:CornellLabOfOrnithology:EBIRD:OBS1297819520","2021-12-18 11:33:20.072133",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Serra do Urubu","L2940601","H",-8.7172977,-35.8525085,"2021-12-18","06:09:00","obsr2845333","S99041080","Traveling","P22","EBIRD",180,5,NA,1,1,"",0,1,0,"","","",5008,59,0
"91092","URN:CornellLabOfOrnithology:EBIRD:OBS1300686975","2021-12-22 05:43:43.030553",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-04","07:00:00","obsr622313","S99261791","Stationary","P21","EBIRD",68,NA,NA,4,1,"G7490242",0,1,0,"","","",5009,30,0
"91093","URN:CornellLabOfOrnithology:EBIRD:OBS1289788623","2021-12-05 11:32:25.118807",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-05","09:46:00","obsr922152","S98498595","Stationary","P21","EBIRD",11,NA,NA,4,1,"G7494999",0,1,0,"","","",5010,11,0
"91094","URN:CornellLabOfOrnithology:EBIRD:OBS1290947334","2021-12-22 17:12:58.922828",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Torre","L10179549","H",-8.7026819,-35.8553637,"2021-12-07","08:51:00","obsr617463","S98580122","Stationary","P21","EBIRD",71,NA,NA,2,1,"G7503204",1,1,0,"","","",5011,31,0
"91095","URN:CornellLabOfOrnithology:EBIRD:OBS1287868288","2022-01-01 19:28:45.88564",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2021-12-02","09:06:00","obsr922152","S98363099","Traveling","P22","EBIRD",92,0.18,NA,3,1,"G7484418",0,1,0,"","","",5012,33,0
